,Alcohol log-likelihood,Iris log-likelihood
2,-24.789860330664407,-1.434440464036172
5,-20.09004602944269,-1.0409831246657413
10,-10.800129838613522,-0.4541212115831322
15,-4.06576492523962,0.5437676892369719
20,-7.2088999322550915,0.7656813054120772
25,0.8639748248775634,2.492957835882551
30,8.791832059664431,3.238384064203112
35,4.972362150237919,4.546206094716046
40,12.664640687649891,5.660182206437039
