,2,5,10,15,20,25,30,35,40
GMM,0.00269688809052839,0.015194066629512375,0.018769071962727518,0.008760801636108055,0.013514079251435574,0.017157850835003142,0.014038627177867694,0.014635814555893533,0.019661333264723056
Kmeans,0.01263162751486626,0.014002926670485446,0.007731741329846907,0.004152738652021414,0.00862158761840633,0.005874988864114409,0.01167950776526874,0.019027899232970137,0.013871113313372182
