,2,5,10,15,20,25,30,35,40
GMM,0.6666666666666666,0.9066666666666666,0.94,0.98,0.9733333333333334,0.9733333333333334,0.9733333333333334,0.9733333333333334,0.9733333333333334
Kmeans,0.6666666666666666,0.9066666666666666,0.9666666666666667,0.9733333333333334,0.9666666666666667,0.9533333333333334,0.9866666666666667,0.98,0.98
