,0,1,2,3,4,5,6,7,8,9
2,0.8730193731640202,0.8362678719662817,0.9172888526884192,0.9176232380213133,0.9080195645633713,0.9058556423479925,0.4901521169489045,0.7614906478225629,0.9685564938192859,0.4313373989637584
5,0.9642766424176693,0.9900411049296691,0.938860254024677,0.9672765816383333,0.9083014558447333,0.9749369533822846,0.7675260911182334,0.9506142805637463,0.9052568375448761,0.9240051591701954
10,0.9907243168537171,0.9956303778251469,0.9828640553524247,0.9866915806892899,0.9488590939903543,0.9906075117787421,0.9702026355918018,0.9832144788739005,0.9662777171449403,0.9919220238034512
15,0.9860431163055123,0.9885864641942923,0.9824633190227643,0.9850416906292794,0.9197683698030992,0.9692603676359759,0.9369497141385785,0.9940759382245985,0.9592679810393938,0.9249664700488397
20,0.9919182406878948,0.9785366456997503,0.9890029298221837,0.9456839748939483,0.9778026166860689,0.9950582412369589,0.9923215500589775,0.9961405637962448,0.9962957464914669,0.9869763561263688
25,0.9883902950617556,0.9851928582935117,0.9848093549377258,0.9912255536242665,0.9954700955835236,0.986967673133412,0.9980648017407069,0.9942753685217871,0.9957697889562973,0.9695032456890217
30,0.9884812061194828,0.9693550002938371,0.9850933299472894,0.9767106271669322,0.9953683343214571,0.9905856193600934,0.9901836392864118,0.9870277698904831,0.9938973654572155,0.9821887488108063
