,Alcohol log-likelihood,Iris log-likelihood
2,-21.965528591186377,-1.1885812576534527
5,-18.281032826151645,-0.8408050515262806
10,-13.54043137167174,-0.5153810320850513
15,-17.758049505457404,-0.13087038370799703
20,-10.646206925842215,0.26088428525695956
25,-7.462409995707192,0.8441115862864568
30,-0.011988949209431854,2.414233830306464
35,12.748996941365252,2.3432643495878818
40,26.613180731055596,3.097850968713199
