,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_rp__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
21,0.033806371688842776,0.0006906032562255859,0.23084291187739464,0.24187789553303593,0.1,"(25, 25)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 2}",31,0.20952380952380953,0.2026378896882494,0.3476190476190476,0.35611510791366907,0.24761904761904763,0.19424460431654678,0.19806763285024154,0.22102747909199522,0.1497584541062802,0.23536439665471923,0.015984175987530207,2.6097241472531912e-05,0.06639002828354205,0.0588829597026411
22,0.029900217056274415,0.0013887405395507813,0.16475095785440613,0.16379326646209913,0.1,"(25, 25)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 5}",35,0.16666666666666666,0.17865707434052758,0.09523809523809523,0.13069544364508393,0.20952380952380953,0.18225419664268586,0.18840579710144928,0.1959378733572282,0.1642512077294686,0.13142174432497014,0.009114850796715342,0.0008401379993106141,0.0385606112923649,0.027343722500504108
23,0.07486252784729004,0.0008330345153808594,0.3448275862068966,0.3725939678364835,0.1,"(25, 25)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 10}",17,0.34285714285714286,0.35611510791366907,0.34285714285714286,0.37290167865707435,0.319047619047619,0.37290167865707435,0.38164251207729466,0.4026284348864994,0.33816425120772947,0.35842293906810035,0.0210881180476974,8.734545262187136e-05,0.02031702878859461,0.016580889382580122
24,0.07480664253234863,0.0010409832000732421,0.3113026819923372,0.34447280884969445,0.1,"(25, 25)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 15}",22,0.3761904761904762,0.4244604316546763,0.34285714285714286,0.3872901678657074,0.3523809523809524,0.39448441247002397,0.13526570048309178,0.16248506571087215,0.34782608695652173,0.3536439665471924,0.03777580699680638,0.00035365158823008527,0.08829211035423029,0.09374023183036138
25,0.04338374137878418,0.0008202552795410156,0.26436781609195403,0.2784739949975504,0.1,"(25, 25)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 20}",28,0.22857142857142856,0.19664268585131894,0.18095238095238095,0.20983213429256595,0.3380952380952381,0.3980815347721823,0.19806763285024154,0.2019115890083632,0.37681159420289856,0.3859020310633214,0.04025251188318236,3.724418728915303e-05,0.07828955126238463,0.09286185084561956
26,0.049677562713623044,0.0008090496063232422,0.2614942528735632,0.28266591028252663,0.1,"(25, 25)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 25}",29,0.2571428571428571,0.2745803357314149,0.3904761904761905,0.4412470023980815,0.18571428571428572,0.2697841726618705,0.2608695652173913,0.24731182795698925,0.21256038647342995,0.18040621266427717,0.02213458153034178,5.49457535230947e-05,0.07057034709144912,0.08612344088640189
27,0.05265893936157227,0.0010905742645263671,0.3668582375478927,0.38842818218543446,0.1,"(25, 25)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (25, 25), 'rp__n_components': 30}",9,0.37142857142857144,0.38369304556354916,0.3333333333333333,0.39568345323741005,0.38095238095238093,0.41127098321342925,0.3864734299516908,0.3727598566308244,0.36231884057971014,0.37873357228195936,0.020852972629850686,0.0005548803318898641,0.018724531610319603,0.013684560077225126
28,0.04164056777954102,0.0014614105224609376,0.38026819923371646,0.3814660099877088,0.1,"(100, 25, 100)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 2}",3,0.3761904761904762,0.3824940047961631,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.38164251207729466,0.3811230585424134,0.38164251207729466,0.3811230585424134,0.015693172602205627,0.00041788052509204106,0.002069293810281035,0.0005197149514884383
29,0.06159815788269043,0.001615619659423828,0.3668582375478927,0.3826616126453676,0.1,"(100, 25, 100)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 5}",9,0.3904761904761905,0.381294964028777,0.35714285714285715,0.3752997601918465,0.37142857142857144,0.38968824940047964,0.34299516908212563,0.3727598566308244,0.3719806763285024,0.3942652329749104,0.017136651061823924,0.0007535371268152552,0.01592170069858174,0.008223466434547614
30,0.046726655960083005,0.001338958740234375,0.35823754789272033,0.3671101828214847,0.1,"(100, 25, 100)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 10}",12,0.38095238095238093,0.381294964028777,0.3380952380952381,0.36810551558752996,0.3523809523809524,0.36930455635491605,0.3719806763285024,0.36081242532855434,0.34782608695652173,0.35603345280764637,0.010686243281332402,9.852695017849677e-05,0.015850422823013514,0.008594994795313926
31,0.044531631469726565,0.0019010066986083984,0.36302681992337166,0.3663778654495758,0.1,"(100, 25, 100)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 15}",11,0.3619047619047619,0.3609112709832134,0.3523809523809524,0.3657074340527578,0.34285714285714286,0.37050359712230213,0.38164251207729466,0.35244922341696533,0.37681159420289856,0.3823178016726404,0.007575526167240961,0.0008878897210099102,0.014535091559033327,0.009954330020858366
32,0.08375539779663085,0.0016622066497802735,0.367816091954023,0.38263152918525395,0.1,"(100, 25, 100)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 20}",8,0.36666666666666664,0.36930455635491605,0.3333333333333333,0.36810551558752996,0.34285714285714286,0.3669064748201439,0.3864734299516908,0.36081242532855434,0.4106280193236715,0.44802867383512546,0.025483651974071653,0.0005864239335341192,0.02823440607624707,0.032829104258609174
33,0.06639962196350098,0.0014413833618164063,0.3936781609195402,0.41168097779840646,0.1,"(100, 25, 100)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 25}",1,0.38095238095238093,0.3824940047961631,0.4380952380952381,0.5299760191846523,0.38095238095238093,0.3824940047961631,0.38164251207729466,0.3823178016726404,0.3864734299516908,0.3811230585424134,0.05887505532109768,0.00043642080599666733,0.022383191247770308,0.05914973904268646
34,0.0743947982788086,0.001208019256591797,0.3726053639846743,0.3836208452592764,0.1,"(100, 25, 100)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (100, 25, 100), 'rp__n_components': 30}",6,0.38095238095238093,0.381294964028777,0.37142857142857144,0.3800959232613909,0.3333333333333333,0.38968824940047964,0.391304347826087,0.37992831541218636,0.3864734299516908,0.3870967741935484,0.012230633594443213,0.00010324371294349207,0.020784249326807655,0.0040091158683684
