,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.867259168624878,0.0012299537658691407,0.3793103448275862,0.38386409152248097,0.1,"(50, 50)",2,"{'gmm__n_components': 2, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",28,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.37142857142857144,0.39448441247002397,0.38164251207729466,0.3811230585424134,0.38164251207729466,0.3811230585424134,0.7382423275988095,0.00021063243973186356,0.003967043387156309,0.005310716953148005
1,6.507153463363648,0.0015069961547851563,0.3936781609195402,0.46457027926046257,0.1,"(50, 50)",5,"{'gmm__n_components': 5, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",11,0.4142857142857143,0.4628297362110312,0.3761904761904762,0.47002398081534774,0.38571428571428573,0.47601918465227816,0.36231884057971014,0.47072879330943845,0.42995169082125606,0.4432497013142174,0.3789500390840613,0.0005917393976678074,0.024810610089020104,0.011457260795502328
2,6.715879249572754,0.0013655662536621095,0.39655172413793105,0.4966607359273871,0.1,"(50, 50)",10,"{'gmm__n_components': 10, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",7,0.4095238095238095,0.5047961630695443,0.3476190476190476,0.5059952038369304,0.38095238095238093,0.49760191846522783,0.43478260869565216,0.4862604540023895,0.4106280193236715,0.4886499402628435,0.4292355941051483,0.00016144847114723363,0.029891745991100154,0.008081361293837592
3,7.488216543197632,0.0016672134399414063,0.38026819923371646,0.5205899796292,0.1,"(50, 50)",15,"{'gmm__n_components': 15, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",26,0.4142857142857143,0.4832134292565947,0.3238095238095238,0.5515587529976019,0.3380952380952381,0.5215827338129496,0.3719806763285024,0.5280764635603346,0.45410628019323673,0.5185185185185185,1.3821950598361337,0.00036679399040870207,0.04823209756954398,0.021988157700693775
4,6.790167570114136,0.0019031524658203124,0.36398467432950193,0.5104845156133158,0.1,"(50, 50)",20,"{'gmm__n_components': 20, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",39,0.40476190476190477,0.4904076738609113,0.3952380952380952,0.43764988009592326,0.319047619047619,0.5311750599520384,0.3285024154589372,0.4994026284348865,0.3719806763285024,0.5937873357228196,2.571698827363446,0.00026434570476849305,0.03463291860025668,0.05137748610503816
5,7.2650247573852536,0.0018988609313964843,0.35823754789272033,0.529207601660607,0.1,"(50, 50)",25,"{'gmm__n_components': 25, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",42,0.32857142857142857,0.5239808153477218,0.3619047619047619,0.5239808153477218,0.3,0.5299760191846523,0.3719806763285024,0.5639187574671446,0.42995169082125606,0.5041816009557945,0.40100659296487207,0.00031904285206435376,0.043807749239037366,0.01942366651544139
6,6.147203207015991,0.001959991455078125,0.36398467432950193,0.5131095123900878,0.1,"(50, 50)",30,"{'gmm__n_components': 30, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",39,0.3523809523809524,0.5431654676258992,0.319047619047619,0.4856115107913669,0.3761904761904762,0.42565947242206237,0.3864734299516908,0.5543608124253285,0.3864734299516908,0.5567502986857825,2.1915143649432074,0.00016031669473175818,0.02576420336042421,0.05081967731218598
7,7.805030584335327,0.0019996166229248047,0.3649425287356322,0.5473994997550348,0.1,"(50, 50)",35,"{'gmm__n_components': 35, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",38,0.42857142857142855,0.5347721822541966,0.3380952380952381,0.5455635491606715,0.3238095238095238,0.5419664268585132,0.3526570048309179,0.5603345280764636,0.38164251207729466,0.5543608124253285,0.7178801185761229,7.906888969344803e-05,0.03721448722102802,0.009034522397123055
8,8.00083622932434,0.0022629737854003907,0.39655172413793105,0.5375836964836733,0.1,"(50, 50)",40,"{'gmm__n_components': 40, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",7,0.3952380952380952,0.5095923261390888,0.36666666666666664,0.5431654676258992,0.3476190476190476,0.5431654676258992,0.4444444444444444,0.5531660692951016,0.42995169082125606,0.5388291517323776,0.47280097183364805,0.00020834857115365062,0.036573304508158634,0.014766114269820094
9,0.3546626091003418,0.001136016845703125,0.37452107279693486,0.3831446670620493,0.1,"(50,)",2,"{'gmm__n_components': 2, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",33,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.3476190476190476,0.3908872901678657,0.38164251207729466,0.3811230585424134,0.38164251207729466,0.3811230585424134,0.4693399256939909,0.00021528991220863468,0.01350283329082261,0.0038720748235189025
10,1.871327781677246,0.0011052131652832032,0.4061302681992337,0.4422844520082858,0.1,"(50,)",5,"{'gmm__n_components': 5, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",3,0.4523809523809524,0.44364508393285373,0.3904761904761905,0.44244604316546765,0.38095238095238093,0.434052757793765,0.37681159420289856,0.45758661887694146,0.42995169082125606,0.4336917562724014,0.7606459433974845,0.0002605448268323702,0.029833504877682982,0.00869055753635262
