,2,5,10,15,20,25,30,35,40
GMM,0.001510812517103567,0.03512550028633511,0.03571298533099232,0.04850951963443984,0.0390139562706362,0.032986335622310306,0.03992373099024111,0.04011956355210193,0.03300057519276558
Kmeans,0.0032008171967869894,0.026663035142036686,0.04281955891321464,0.042195658897947644,0.041689362962760684,0.04019380904379443,0.04724565264865783,0.04129880614580281,0.03866331969279954
