1,4.058722866648203
2,2.3643667796280896
3,1.86918650770919
4,1.697073559453125
5,1.3938258435163609
6,1.3465019023586682
7,1.2706251210351716
8,1.1633203822686486
9,1.091886481206526
10,1.0804551483038425
11,1.0250179647788642
12,0.9936649315850613
13,0.9417317258419776
14,0.9122114081469983
15,0.8754628654019038
16,0.8594650686443093
17,0.8559453268307974
18,0.7891253901459399
19,0.7718386079752634
20,0.7323027036509853
21,0.7000364247385064
22,0.6692145881929535
23,0.6602018916353073
24,0.6500652168346562
25,0.6184574798604691
26,0.5949717003014119
27,0.5284091742929594
28,0.4944165922103483
29,0.47669147218526214
30,0.2972950646060742
31,0.15607805138661335
32,0.06143175862552028
