0,3.579162337896793
1,5.558200628119166
2,9.715640560071023
3,8.587271263356229
4,7.789187892039579
5,3.9536573474606396
6,3.7575331175877906
7,4.001925156384403
8,5.0304496829825
9,2.1310712661432327
10,4.119299654088984
11,4.694734433455458
12,4.216856077283034
13,4.317875348129574
14,4.44622678327825
15,5.466433549443522
16,2.008928598182376
17,14.579451780398884
18,4.463865726079416
19,1.525552400814833
20,11.14077597373976
21,7.602329276905259
22,2.232891251556679
23,1.2181688050756367
24,6.659970489433943
25,6.818786264036175
26,2.4460087865432074
27,1.3092931397513616
28,4.62322923987019
29,1.0554675194576488
30,4.108157744055114
31,2.1382137124296685
