,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_gmm__n_components,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.294994592666626,0.0013631820678710938,0.38122605363984674,0.38122620183423156,0.1,"(50, 50)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 2}",16,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.38164251207729466,0.3811230585424134,0.38164251207729466,0.3811230585424134,0.09313279368382009,0.000383365171873998,0.00033759931841486414,8.42161451151526e-05
1,0.6951481342315674,0.001544046401977539,0.3850574712643678,0.3953447994292738,0.1,"(50, 50)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 5}",7,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.38571428571428573,0.41007194244604317,0.3864734299516908,0.4026284348864994,0.391304347826087,0.4014336917562724,0.20402765146053822,2.280627934415018e-05,0.0038731338369478547,0.011847450748933477
2,1.1686845779418946,0.0028695583343505858,0.3850574712643678,0.41212277489836086,0.1,"(50, 50)",10,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 10}",7,0.40476190476190477,0.42805755395683454,0.3761904761904762,0.3980815347721823,0.35714285714285715,0.4184652278177458,0.3864734299516908,0.40979689366786143,0.40096618357487923,0.4062126642771804,0.1392173052994005,0.0004633337966927338,0.017356085699892703,0.010311541572538737
3,1.1511022567749023,0.0034323692321777343,0.39655172413793105,0.4135495904351787,0.1,"(50, 50)",15,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 15}",2,0.3952380952380952,0.4028776978417266,0.4,0.3908872901678657,0.4,0.4412470023980815,0.391304347826087,0.4217443249701314,0.3961352657004831,0.4109916367980884,0.12132493644002695,0.0006684801634439541,0.0032595384653066645,0.01713658411284252
4,1.2979346752166747,0.0030451297760009767,0.38601532567049807,0.4140240495775423,0.1,"(50, 50)",20,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 20}",5,0.38571428571428573,0.39928057553956836,0.3761904761904762,0.4052757793764988,0.36666666666666664,0.42565947242206237,0.3961352657004831,0.4229390681003584,0.4057971014492754,0.4169653524492234,0.2730458656324184,0.0002825020284971861,0.013879274192591402,0.0101726509901281
5,1.4649953842163086,0.003780984878540039,0.3505747126436782,0.427687097633721,0.1,"(50, 50)",25,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 25}",41,0.37142857142857144,0.43285371702637887,0.3380952380952381,0.4172661870503597,0.2714285714285714,0.44004796163069543,0.3864734299516908,0.44205495818399043,0.3864734299516908,0.4062126642771804,0.027323023155373334,0.0007199620636992513,0.04347262110491154,0.013825100338610136
6,1.662807083129883,0.004058980941772461,0.34099616858237547,0.4372699689710597,0.1,"(50, 50)",30,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 30}",42,0.3904761904761905,0.43764988009592326,0.37142857142857144,0.4316546762589928,0.2523809523809524,0.4556354916067146,0.3671497584541063,0.4348864994026284,0.32367149758454106,0.4265232974910394,0.20932822868690154,0.0007114115183486007,0.04953232073052364,0.009900910478020292
7,1.6342833042144775,0.004979133605957031,0.3620689655172414,0.43942738282492283,0.1,"(50, 50)",35,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 35}",38,0.4,0.45083932853717024,0.38571428571428573,0.4352517985611511,0.23809523809523808,0.44844124700239807,0.391304347826087,0.42771804062126645,0.3961352657004831,0.4348864994026284,0.11072253252716283,0.000681745409746384,0.062393925644503745,0.008793703126559462
8,1.6574555873870849,0.005424642562866211,0.3649425287356322,0.44540453658578516,0.1,"(50, 50)",40,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50, 50), 'gmm__n_components': 40}",32,0.4142857142857143,0.45323741007194246,0.3619047619047619,0.4352517985611511,0.3238095238095238,0.45083932853717024,0.3719806763285024,0.44086021505376344,0.3526570048309179,0.44683393070489846,0.17017330453267449,0.0007827035192410638,0.02952427159736343,0.006582749968455257
9,0.08978762626647949,0.0009581565856933594,0.38122605363984674,0.38122620183423156,0.1,"(50,)",2,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 2}",16,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.38164251207729466,0.3811230585424134,0.38164251207729466,0.3811230585424134,0.02979143808109914,5.6579376179663085e-05,0.00033759931841486414,8.42161451151526e-05
10,0.22939801216125488,0.0015255928039550782,0.3850574712643678,0.3953447994292738,0.1,"(50,)",5,"{'NN__alpha': 0.1, 'NN__hidden_layer_sizes': (50,), 'gmm__n_components': 5}",7,0.38095238095238093,0.381294964028777,0.38095238095238093,0.381294964028777,0.38571428571428573,0.41007194244604317,0.3864734299516908,0.4026284348864994,0.391304347826087,0.4014336917562724,0.06795668507209847,0.0002197475162588234,0.0038731338369478547,0.011847450748933477
