,2,5,10,15,20,25,30,35,40
GMM,0.0025355298511701685,0.0107077736856703,0.009161375670713281,0.01704379715278235,0.04124064593740839,0.027815321633069604,0.04438018171381965,0.05165679527564437,0.05471850843221658
Kmeans,0.012817815682055804,0.014862723651785986,0.01205954352021696,0.01834439142012891,0.022328906671659134,0.041967360037353144,0.05974338960709768,0.04797022927957357,0.05683398185945209
