,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_NN__alpha,param_NN__hidden_layer_sizes,param_km__n_clusters,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
0,0.0626957893371582,0.0007976055145263672,0.36015325670498083,0.3687682112374616,0.1,"(50, 50)",2,"{'km__n_clusters': 2, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",54,0.36666666666666664,0.3752997601918465,0.3333333333333333,0.34652278177458035,0.38095238095238093,0.3764988009592326,0.34782608695652173,0.36200716845878134,0.3719806763285024,0.3835125448028674,0.007242037175287138,7.634363940211082e-05,0.017265754645414945,0.013117845500851122
1,0.12253971099853515,0.001362180709838867,0.3438697318007663,0.36829976878712084,0.1,"(50, 50)",5,"{'km__n_clusters': 5, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",80,0.35714285714285715,0.3657074340527578,0.36666666666666664,0.36810551558752996,0.38095238095238093,0.3776978417266187,0.28502415458937197,0.34408602150537637,0.3285024154589372,0.3859020310633214,0.01478325710487146,0.0005281694827695496,0.03391156165855967,0.014079963801949195
2,0.1392742156982422,0.0008266448974609375,0.33620689655172414,0.35056599881385214,0.1,"(50, 50)",10,"{'km__n_clusters': 10, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",102,0.2857142857142857,0.31774580335731417,0.35714285714285715,0.3645083932853717,0.40476190476190477,0.35731414868105515,0.33816425120772947,0.35244922341696533,0.2946859903381642,0.36081242532855434,0.013292752446952586,5.792038718712644e-05,0.0434619624821967,0.01688566795398992
3,0.18452062606811523,0.0007882118225097656,0.3668582375478927,0.3651865604290761,0.1,"(50, 50)",15,"{'km__n_clusters': 15, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",41,0.36666666666666664,0.3657074340527578,0.3761904761904762,0.3776978417266187,0.38095238095238093,0.35851318944844124,0.3864734299516908,0.3632019115890084,0.32367149758454106,0.36081242532855434,0.0279111639097782,4.193429704323672e-05,0.022440452962131267,0.006699391586991529
4,0.18576760292053224,0.0010038375854492187,0.34674329501915707,0.3400488211581273,0.1,"(50, 50)",20,"{'km__n_clusters': 20, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",70,0.38095238095238093,0.34172661870503596,0.3952380952380952,0.36330935251798563,0.3333333333333333,0.32973621103117506,0.357487922705314,0.3548387096774194,0.26570048309178745,0.3106332138590203,0.028816634661560526,0.00015203798566062665,0.04549478694813633,0.01862383422698047
5,0.23405137062072753,0.0010084152221679688,0.4013409961685824,0.3807508831644362,0.1,"(50, 50)",25,"{'km__n_clusters': 25, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",2,0.4238095238095238,0.37050359712230213,0.38571428571428573,0.38609112709832133,0.3904761904761905,0.3908872901678657,0.4057971014492754,0.3763440860215054,0.40096618357487923,0.37992831541218636,0.028828012566787308,0.00014181497834779276,0.013355755025788733,0.007160562857874684
6,0.2719749927520752,0.000989246368408203,0.3524904214559387,0.3498268052224887,0.1,"(50, 50)",30,"{'km__n_clusters': 30, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",58,0.35714285714285715,0.34532374100719426,0.35714285714285715,0.3345323741007194,0.3523809523809524,0.328537170263789,0.40096618357487923,0.3751493428912784,0.2946859903381642,0.3655913978494624,0.05472573643489212,0.00018731474587732987,0.0337216263472344,0.01787287924214789
7,0.26552567481994627,0.0009705066680908203,0.3735632183908046,0.36109091221646344,0.1,"(50, 50)",35,"{'km__n_clusters': 35, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",40,0.37142857142857144,0.35611510791366907,0.3333333333333333,0.31894484412470026,0.3761904761904762,0.3800959232613909,0.40096618357487923,0.3763440860215054,0.3864734299516908,0.3739545997610514,0.011858628736939597,8.986433663251908e-05,0.02257855559262813,0.0226290693456212
8,0.295715856552124,0.0016357898712158203,0.33620689655172414,0.3572978176598506,0.1,"(50, 50)",40,"{'km__n_clusters': 40, 'NN__hidden_layer_sizes': (50, 50), 'NN__alpha': 0.1}",102,0.3619047619047619,0.3764988009592326,0.3380952380952381,0.3489208633093525,0.3476190476190476,0.37170263788968827,0.34782608695652173,0.36798088410991636,0.28502415458937197,0.3213859020310633,0.028165700633419846,0.0007022860515123543,0.02656945242936318,0.02024916572411354
9,0.05812406539916992,0.0006729602813720703,0.22509578544061304,0.22509648195422155,0.1,"(50,)",2,"{'km__n_clusters': 2, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",169,0.22380952380952382,0.22541966426858512,0.22380952380952382,0.22541966426858512,0.22380952380952382,0.22541966426858512,0.22705314009661837,0.22461170848267623,0.22705314009661837,0.22461170848267623,0.028204312066901778,0.0001315302037019244,0.0015867167965498725,0.0003958158820412308
10,0.10891103744506836,0.0007642269134521485,0.2049808429118774,0.20682808591836208,0.1,"(50,)",5,"{'km__n_clusters': 5, 'NN__hidden_layer_sizes': (50,), 'NN__alpha': 0.1}",173,0.21428571428571427,0.19304556354916066,0.15714285714285714,0.1750599520383693,0.20952380952380953,0.15707434052757793,0.13043478260869565,0.15053763440860216,0.3140096618357488,0.35842293906810035,0.01873537735665635,0.0002464012633293818,0.06277495698416476,0.07723240494267805
